dataset_id,dataset_name,dataset_title,datase_url,dataset_organization,dataset_groups,harvest_source_id,harvest_source_name,harvest_source_title,harvest_source_url,harvest_source_organization,harvest_source_groups
451e6058-9f2e-4ddd-ae26-30f7f0bd8ea1,baccalaureate-and-beyond-longitudinal-study-1993,"Baccalaureate and Beyond Longitudinal Study 1993, Base Year",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
82193581-f6b1-4bdc-90aa-5e74994871df,free-application-for-federal-student-aid-2013-14-34f4a,"Free Application for Federal Student Aid, 2013-14",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
3ea5b5d0-b99b-498a-af96-e550db452672,free-application-for-federal-student-aid-2013-14,"Free Application for Federal Student Aid, 2013-14",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
40524568-00fe-4075-a8db-0a59fd6cc968,2006-academic-libraries-survey,"Academic Libraries Survey, 2006",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
1a2fc880-f45b-4e64-b322-9bc575c7c27b,school-improvement-2010-grants,School Improvement 2010 Grants,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
48fc7d9e-b265-440f-b85d-56b54ad21b15,state-library-agencies-survey-fiscal-year-2006,"State Library Agencies Survey, Fiscal Year 2006",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
78c1f9f5-d206-4174-998b-dfd9cadc5d0b,common-core-of-data-nonfiscal-survey-199192,"Common Core of Data Nonfiscal Survey, 1991–92",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
2cfd78ae-9e13-4ee2-ac9b-eddacc845d20,campus-safety-and-security-survey-2011,"Campus Safety and Security Survey, 2011",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
87891977-db06-47fe-9daa-ebd4988f62b4,private-school-universe-survey-1989-90,"Private School Universe Survey, 1989-90",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
57b660c9-75e4-4753-9851-09ae60b8e891,common-core-of-data-2003-04,"Common Core of Data Nonfiscal Survey, 2003-04",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
8074cad7-6391-4486-b175-dfb7d07efa0f,common-core-of-data-2005-06,"Common Core of Data Nonfiscal Survey, 2005-06",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
30def177-f592-4b1f-9dc8-bec844ba806a,private-school-universe-survey-1999-2000,"Private School Universe Survey, 1999-2000",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
56e8257a-1dec-405d-9222-8f84324e171d,schools-and-staffing-survey-19992000,"Schools and Staffing Survey, 1999–2000",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
a4590008-a9e9-4533-8b18-47b2336fa502,national-public-education-financial-survey-200910,"National Public Education Financial Survey, 2009-10",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
e4026ca6-23bd-48ea-b88b-8b9127a2aa73,common-core-of-data-nonfiscal-survey-2013-14,"Common Core of Data Nonfiscal Survey, 2013-14",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
c0130b4f-a778-4831-85ff-007afae030da,2004-academic-libraries-survey,"Academic Libraries Survey, 2004",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
afd07f42-09e4-4f88-be2a-c4200c4bbee5,national-household-education-surveys-program-2007-school-readiness-survey,"National Household Education Surveys Program, 2007 School Readiness Survey",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
e8a4eb76-b77e-474d-a522-fd09f639b477,edfacts-special-education-idea-201112,"EDFacts Special Education/IDEA, 2011-12",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
7dd329ac-6a76-403e-9195-ab74dd74c9e0,national-household-education-surveys-program-2005-adult-education-survey,"National Household Education Surveys Program, 2005 Adult Education Survey",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
68f0d11a-82d7-4422-b173-586ff6058436,promise-neighborhoods-2011-applications,Promise Neighborhoods 2011 Applications,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
c41e7ab0-c077-4ac9-bc5b-9fc7994b5001,promise-neighborhood-2011-grantees,Promise Neighborhood 2011 Grantees,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
ae9fb77a-05e9-46a4-9333-65dbbffc83e4,carl-d-perkins-career-and-technical-education-act-of-2006-consolidated-annual-report-20070-137db,"Carl D. Perkins Career and Technical Education Act of 2006 Consolidated Annual Report, 2007-08",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
38181dd9-1c3a-44a1-b787-93ccf343c878,carl-d-perkins-career-and-technical-education-act-of-2006-consolidated-annual-report-20121-d75ec,"Carl D. Perkins Career and Technical Education Act of 2006 Consolidated Annual Report, 2012-13",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
63f8047f-6394-42c2-af55-2af886abee68,edfacts-accountability-201112,"EDFacts Accountability, 2011-12",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
b9dcd943-09fe-4f07-a20c-5626e04684ae,2005-national-indian-education-study,"National Indian Education Study, 2005",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
2b6fca6b-c40c-4292-814a-05cf46c40298,bureau-it-leadership-directory-038ee,Bureau IT Leadership Directory,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
f5fc5dd0-26b2-4a0e-a767-695a26b26599,idea-part-c-section-618-table-3-exiting-fiscal-year-2012,"IDEA Part C Section 618 Table 3 Exiting, 2011-2012",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
e0dc9669-d763-40ed-9e87-c4c4a55db43d,college-affordability-and-transparency-list-explanation-form-201415,"College Affordability and Transparency List Explanation Form, 2014–15",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
f704c334-2533-470a-901d-21c637d7b064,college-affordability-and-transparency-list-explanation-form-201213,"College Affordability and Transparency List Explanation Form, 2012–13",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
09a962bb-9b00-45b2-bde3-4d47c120e6fd,consolidated-state-performance-report-200708,"Consolidated State Performance Report, 2007-08",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
a71ff391-25f9-4ecf-a062-5ae2c060d675,school-district-finance-survey-201112,"School District Finance Survey, 2011-12",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
f229eb6c-cfa2-4e34-be18-cc30b4baf236,school-district-finance-survey-200607,"School District Finance Survey, 2006-07",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
36569aa2-7628-45ec-b3dc-856b17bafadf,dual-enrollment-programs-and-courses-for-high-school-students-200203,"Dual Enrollment Programs and Courses for High School Students, 2002-03",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
09605107-0621-4b7a-833c-8a7658d61e92,idea-part-b-state-performance-plan-and-annual-performance-report-fiscal-year-2005,"IDEA Part B State Performance Plan and Annual Performance Report, Fiscal Year 2005",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
7b48c365-e9e1-4538-a3ef-ac2559324519,ed-grants-ready-to-learn-television,ED Grants: Ready-To-Learn Television,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
1430a37a-09f4-43e3-bd26-b7628337e968,internet-access-in-u-s-public-schools-2003,"Internet Access in U.S. Public Schools, 2003",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
7a0add90-c082-4411-beae-b0a0c833e4e3,dual-enrollment-programs-and-courses-of-high-school-students-201011,"Dual Enrollment Programs and Courses of High School Students, 2010-11",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
fd891049-2d79-4443-bd01-b04fb587e7b2,public-libraries-survey-fiscal-year-2006,"Public Libraries Survey, Fiscal Year 2006",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
02390156-a5f5-43d5-adb5-a736e42f0a8f,public-libraries-survey-fiscal-year-2007,"Public Libraries Survey, Fiscal Year 2007",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
7f352450-ffbc-4b50-99c1-aed315b899b5,public-libraries-survey-fiscal-year-2004,"Public Libraries Survey, Fiscal Year 2004",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
0e8e7101-e015-41c3-ac7d-6c9bff116f85,progress-in-international-reading-literacy-study-2001,"Progress in International Reading Literacy Study, 2001",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
447bf5a4-e92f-4408-8fa8-4452f83be9d9,idea-part-c-state-performance-plan-and-annual-performance-report-fiscal-year-2013,"IDEA Part C State Performance Plan and Annual Performance Report, Fiscal Year 2013",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
cb499b74-fb98-45a4-9e91-1d9c25c59faa,idea-part-c-section-618-table-4-dispute-resolution-fiscal-year-2012,"IDEA Part C Section 618 Table 4 Dispute Resolution, 2011-2012",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
5754a22f-8855-4f2f-be3a-c80a09c0ed39,2008-academic-libraries-survey,"Academic Libraries Survey, 2008",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
3f3257b4-86bf-4122-9b46-ee690f8bca10,consolidated-state-performance-report-200809,"Consolidated State Performance Report, 2008-09",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
5ce2eb5a-1352-4dda-aed3-b51b0d4b9403,2007-national-indian-education-study,"National Indian Education Study, 2007",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
53cabdf9-44b1-4ef7-83d3-6781fc724d82,free-application-for-federal-student-aid-201112,"Free Application for Federal Student Aid, 2011-12",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
0c3864e7-4741-431d-8e66-034093e8ce8f,free-application-for-federal-student-aid-201011,"Free Application for Federal Student Aid, 2010-11",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
be3a113a-1ec8-41b5-aca7-def370966234,carl-d-perkins-career-and-technical-education-act-of-2006-consolidated-annual-report-20111-f2b99,"Carl D. Perkins Career and Technical Education Act of 2006 Consolidated Annual Report, 2011-12",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
10ae4654-8834-42bd-9a34-94d796e51900,free-application-for-federal-student-aid-2015-16-67dc3,"Free Application for Federal Student Aid, 2015-16",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
9785b681-b321-4423-8744-725cadaaa8be,free-application-for-federal-student-aid-2014-15,"Free Application for Federal Student Aid, 2014-15",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
b7b6d9d3-1e89-4b37-9186-1ceb2598a561,college-affordability-and-transparency-list-explanation-form-201516,"College Affordability and Transparency List Explanation Form, 2015–16",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
e0a3f575-ea87-420e-8912-88ca0cc0525c,200304-private-school-universe-survey,"Private School Universe Survey, 2003-04",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
035f1926-4d15-4708-bf36-96742f11f710,guidance-documents-related-to-sexual-harassment-sexual-assault-and-retaliation-in-schools,"Guidance Documents Related to Sexual Harassment, Sexual Assault, and Retaliation in Schools",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
a61eab90-b490-4bcc-893c-dd3e0b82b55c,common-core-of-data-nonfiscal-survey-198889,"Common Core of Data Nonfiscal Survey, 1988–89",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
a2770fb5-dcbf-4d86-ad3e-899743accc73,2006-national-assessment-of-educational-progress,"National Assessment of Educational Progress, 2006",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
b903de99-03c5-4a1c-b07c-b331fc42df0d,private-school-universe-survey-2013-14,"Private School Universe Survey, 2013-14",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
9e93cae8-71f9-43c3-9707-e5c697436097,state-library-agencies-survey-fiscal-year-2003,"State Library Agencies Survey, Fiscal Year 2003",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
b816c963-de89-4d38-8912-4cd2e6aef31e,common-core-of-data-nonfiscal-survey-198788,"Common Core of Data Nonfiscal Survey, 1987–88",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
a5798b4c-6f3b-4aeb-9071-d3ea96a27218,common-core-of-data-nonfiscal-survey-2011-12,"Common Core of Data Nonfiscal Survey, 2011-12",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
5d0bf011-b308-4568-a36f-db818c481076,common-core-of-data-2002-03,"Common Core of Data Nonfiscal Survey, 2002-03",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
a29ccb66-9a54-4b7c-9409-86ce3e92892c,common-core-of-data-nonfiscal-survey-2008-09,"Common Core of Data Nonfiscal Survey, 2008-09",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
2dd5a07a-8297-44a5-9df8-62b266033ab3,private-school-universe-survey-1997-98,"Private School Universe Survey, 1997-98",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
01f9cc64-7e9e-4ff7-ae78-af453caf33a8,common-core-of-data-2006-07,"Common Core of Data Nonfiscal Survey, 2006-07",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
9c8f65f4-9b25-4880-bd90-ba5f154b600d,private-school-universe-survey-1991-92,"Private School Universe Survey, 1991-92",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
86339a29-4477-47a0-bbdf-927838939516,progress-in-international-reading-literacy-study-2011,"Progress in International Reading Literacy Study, 2011",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
5f9e213f-3b67-4042-aa1b-75cd7c866edb,campus-safety-and-security-survey-2008,"Campus Safety and Security Survey, 2008",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
dd52bd2a-3e6b-4c75-974f-5358ab00944f,private-school-universe-survey-1995-96,"Private School Universe Survey, 1995-96",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
66160e32-2c49-4728-8d74-a25cb45c0723,campus-safety-and-security-survey-2009,"Campus Safety and Security Survey, 2009",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
2564a0e6-9be6-494e-bd70-aac77eb108df,free-application-for-federal-student-aid-2015-16-27ab9,"Free Application for Federal Student Aid, 2015-16",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
8298c776-1180-4145-9818-2292e1b26059,free-application-for-federal-student-aid-2014-15-ad98a,"Free Application for Federal Student Aid, 2014-15",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
a7844cc0-d7cf-488e-ae2d-219501b133a7,common-core-of-data-nonfiscal-survey-2010-11,"Common Core of Data Nonfiscal Survey, 2010-11",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
0280b7ce-a093-4454-8627-92c000796d9b,edfacts-esea-flexibility-201112,"EDFacts ESEA Flexibility, 2011-12",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
1a8ee860-0dbb-4aa4-a166-85760f104b6a,teaching-american-history-2010-grantees,Teaching American History 2010 Grantees,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
63e7fd48-6421-4fa9-8ac2-76126faf27c5,edfacts-special-education-idea-2010-11,"EDFacts Special Education/IDEA, 2010-11",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
c9044c91-d764-408b-a214-ba2f34859fef,1992-93-national-postsecondary-student-aid-study,"National Postsecondary Student Aid Study, 1992-93",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
30b51fbf-3745-4c22-aaa5-4d5239b59166,national-public-education-financial-survey-201213,"National Public Education Financial Survey, 2012-13",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
fb0c09ea-8937-4b98-8776-a4dd45f9d59b,edfacts-financial-data-2010-11,"EDFacts Financial Data, 2010-11",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
70ac7484-4632-4d76-a9df-82a50d538b0b,e-rate-locales-2014,"E-Rate Locales, 2014",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
c38f3239-44f4-43ac-9da1-2f6b30616a93,1993-94-schools-and-staffing-survey,"Schools and Staffing Survey, 1993-94",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
8182339f-3310-407d-8742-8e805c097b2e,edfacts-title-i-2010-11,"EDFacts Title I, 2010-11",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
ea0a71bc-3563-41fc-bed0-d6dd4cef8531,2006-program-for-international-student-assessment,"Program for International Student Assessment, 2006",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
d8cdfff0-dfa3-42e8-9c79-2084061f00d3,free-application-for-federal-student-aid-201213,"Free Application for Federal Student Aid, 2012-13",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
457e7342-6072-4b1d-b4d6-177042d782bd,evaluation-of-the-comprehensive-technical-assistance-centers-2015,Evaluation of the Comprehensive Technical Assistance Centers 2015,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
451b5406-8080-4bc6-95be-38e47d4bd6bc,program-for-the-international-assessment-of-adult-competencies-piaac-household-supplement-,"Program for the International Assessment of Adult Competencies (PIAAC) Household Supplement, 2013–14",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
f41d817a-69ab-4e46-9120-80f981fc8d8a,college-affordability-and-transparency-list-explanation-form-201314,"College Affordability and Transparency List Explanation Form, 2013–14",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
09ee71c5-1987-465f-9c70-2f80b1c05e92,students-with-disabilities-at-postsecondary-education-institutions-200809,"Students with Disabilities at Postsecondary Education Institutions, 2008-09",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
e429cfb9-e9f4-4c65-9ea3-d1974038fc6f,national-public-education-financial-survey-200607,"National Public Education Financial Survey, 2006-07",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
f64cd496-badb-42dc-9a9b-fa2de8ed0964,gun-free-schools-act-report-2002-03,"Gun Free Schools Act Report, 2002-03",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
5fc2c76d-08ec-4c23-9180-135457c5fea1,public-libraries-survey-fiscal-year-2005,"Public Libraries Survey, Fiscal Year 2005",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
80d07bdc-6e94-420e-8c97-247ccc0ce89f,ed-grants-teaching-american-history,ED Grants: Teaching American History,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
49c06336-6fa3-45ff-92ba-db90d911e8d5,us-department-of-education-weekly-update-report-on-the-american-recovery-and-rei,U.S. Department of Education: Weekly Update Report on the American Recovery and Reinvestment Act of 2009,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
ea8e3b11-ca79-4a37-b66b-bcaf3b35851b,198788-schools-and-staffing-survey,"Schools and Staffing Survey, 1987-88",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
aa3bf9f4-1832-4d27-b2e9-7b928546c339,gun-free-schools-act-report-1999-2000,"Gun Free Schools Act Report, 1999-2000",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
764a5a4d-8991-4723-8635-5a88cba7e1ff,service-learning-and-community-service-in-k-12-public-schools-1999,"Service-Learning and Community Service in K-12 Public Schools, 1999",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
ca4a9e22-dbfb-42ff-ad0d-c0e1273dc727,school-district-finance-survey-2012-13,"School District Finance Survey, 2012-13",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
97acffe8-ecbe-4819-b802-24886c8a9f49,gun-free-schools-act-report-2005-06,"Gun Free Schools Act Report, 2005-06",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
